name,type,area,direction,fitment,elevator,total_price,unit_price,property
伟业迎春乐家,3室2厅,88.57,南,精装,有,175,19759,
旭辉苹果乐园,3室2厅,87.08,南,精装,有,190,21820,
富力湾四季半岛,2室2厅,89.5,南 北,简装,有,136,15196,
常发香城湾二期,3室2厅,104.97,南,精装,有,203.5,19387,
金辉我的日子,3室2厅,134,南,精装,有,388,28956,
保利悦玺,3室2厅,95,南,精装,有,339,35685,
鼎泰花园,3室2厅,118.25,南,精装,有,317,26808,
九龙仓碧堤雅苑,3室2厅,106.39,南,精装,有,323.8,30436,
湖畔天城,4室2厅,148.63,南,精装,有,570,38351,
枫津新村,3室1厅,67.2,南 北,简装,无,188,27977,
相门后庄4号,3室2厅,93.6,南,精装,无,288,30770,
丰隆城市中心,1室2厅,68.6,北,精装,有,359,52333,
湖滨花园(吴中区),4室2厅,180.49,南,毛坯,有,560,31027,
梅亭苑,2室1厅,57.8,南,简装,无,145,25087,
三元三村,2室1厅,57.61,南,精装,无,141,24475,
首开国风华府,3室2厅,91.05,南,精装,有,225,24712,
阳光嘉园,2室1厅,73.08,南,简装,无,142,19431,
合景峰汇一期,4室2厅,131,南,精装,有,355,27100,
天之运寓199,1室1厅,26.66,北,精装,商电,53,19880,
阳光嘉园,1室1厅,43.23,南,精装,无,82,18969,
万科四季风景商业,1室1厅,38,东,精装,2.75元/m3,49,12895,
汇通大厦,1室1厅,39.01,北,精装,有,45,11536,
苏州星健中心,2室1厅,48,南,毛坯,商电,68.5,14271,
正荣悦岚山,3室2厅,95,南,毛坯,有,185,19474,
北大资源理城,2室2厅,86,南,精装,有,125.3,14570,
合景领汇,1室1厅,43.65,南,精装,有,221,50631,
莲花新村四区,2室1厅,68,南,简装,无,188,27648,
格林华城,2室2厅,87,南,精装,无,160.9,18495,
雅戈尔YAKR公馆,1室2厅,52.6,南,精装,有,336,63879,
教育科创谷,1室1厅,45,南 北,精装,有,45,10000,
恒润后街酒店式公寓,1室1厅,43.01,西,精装,有,95,22088,
中海国际社区（一区）,2室2厅,77.68,南,精装,有,359,46216,
双银国际金融城,1室1厅,61,南,简装,商电,55,9017,
雅戈尔YAKR公馆,1室2厅,54.29,南,精装,有,390,71837,
阳光世纪花园,2室2厅,108.9,南 北,精装,有,171,15703,
联合广场,1室1厅,32,南,精装,2.75元/m3,42,13125,
新城湾语城,3室2厅,93.87,南,精装,有,250.5,26686,
新升新苑,2室2厅,84,南,精装,无,265,31548,
鑫隆广场,1室1厅,47,南,简装,有,67.4,14341,
中城花园虹梅苑,2室1厅,94.6,南,精装,有,152,16068,
挹秀新村,2室1厅,52,南,简装,无,149,28654,
启航社河西区,1室1厅,48.77,南,简装,有,84,17224,
万科金色里程,3室1厅,89.7,南,精装,有,221,24638,
嘉和丽园,1室1厅,34.6,南,精装,有,64,18498,
绿地世纪雅苑,3室1厅,88,南,精装,有,165,18750,
德诚嘉元广场,1室0厅,40.62,东,精装,有,34,8371,
中海御景湾,3室1厅,89,南,精装,有,222,24944,
首开常青藤,2室1厅,86.57,南,精装,有,234,27031,
虎丘路新村,2室1厅,48.69,南,简装,无,98,20128,
南石湖花园,2室1厅,61.03,南,精装,无,160,26217,
阳光嘉园,1室1厅,48.79,南 北,精装,无,94,19267,
招商依山郡,3室1厅,78.6,南,精装,有,181,23028,
象屿都城,2室1厅,65,南,简装,有,118,18154,
万科魅力花园,2室1厅,79.49,南,简装,有,116,14594,
